Index,original_title,production_budget,worldwide_gross,imbd_id,budget,revenue,genres,producers,director,starring
3861,When the Bough Breaks,10000000,30768449,tt1389139,10000000,30658387,Mystery,Robert Shaye,Michael Lynne,Jon Cassar
3863,A Low Down Dirty Shame,10000000,29317886,tt0110399,10000000,29392418,Action,Eric L. Gold,Joe Roth,Lee R. Mayes
3865,Swimfan,10000000,34084228,tt0283026,8500000,34411240,Drama,Joseph M. Caracciolo Jr.,John Penotti,John Polson
3866,Employee of the Month,10000000,38364855,tt0424993,12000000,38368909,Comedy,Peter Abrams,Barry Katz,Robert L. Levy
3868,The Forest,10000000,40749230,tt3387542,10000000,40055439,Horror,Tory Metzger,David S. Goyer,David Linde
3871,Cant Hardly Wait,10000000,25358996,tt0127723,10000000,25605015,Comedy,Betty Thomas,Deborah Kaplan,Harry Elfont
3872,Sparkle,10000000,24660323,tt1876451,14000000,24637469,Drama,Debra Martin Chase,TD Jakes,Whitney Houston
3874,Mud,10000000,31556959,tt1935179,10000000,21587700,Drama,Lisa Maria Falcone,Sarah Green,Aaron Ryder
3875,Skyline,10000000,68264973,tt1564585,10000000,66821036,Science Fiction,The Brothers Strause,Kristian Andresen,Liam ODonnell
3878,Blair Witch,10000000,38985577,tt1540011,5000000,45172994,Thriller,Keith Calder,Roy Lee,Steven Schneider
3881,Valentine,10000000,20384136,tt0242998,29000000,36700000,Horror,Dylan Sellers,Jamie Blanks,David Boreanaz
3882,A Prairie Home Companion,10000000,26716191,tt0420087,10000000,26000000,Drama,Robert Altman,Fisher Stevens,Robert Altman
3883,Reno 911!: Miami,10000000,21851362,tt0499554,10000000,20342161,Action,Danny DeVito,Michael Shamberg,Stacey Sher
3886,Sugar Hill,10000000,18423914,tt0107079,10000000,18300000,Drama,Greg Brown,Rudy Langlais,Leon Ichaso
3887,Kit Kittredge: An American Girl,10000000,17657973,tt0846308,10000000,17700000,Comedy,Ellen L. Brothers,Jodi Goldberg,Julie Goldstein
3889,Roll Bounce,10000000,17433072,tt0403455,10000000,17500000,Comedy,Tyrone D. Dixon,Dana Reid,Adam Robinson
3891,Rushmore,10000000,19080435,tt0128445,9000000,17096053,Comedy,Barry Mendel,Paul Schiff,Wes Anderson
3892,Tremors,10000000,16667391,tt0100814,11000000,48572000,Action,Gale Anne Hurd,Brent Maddock,S. S. Wilson
3893,The Perfect Man,10000000,19535005,tt0380623,10000000,19700000,Comedy,Marc Platt,Dawn Wolfrom,Susan Duff
3894,Mo Better Blues,10000000,16153000,tt0100168,10000000,16153593,Drama,Spike Lee,Spike Lee,Denzel Washington
3895,Kung Pow: Enter the Fist,10000000,17033556,tt0240468,10000000,17000000,Action,Steve Oedekerk,Tom Koranda,Paul Marshal
3896,The Birth of a Nation,10000000,16891011,tt4196450,8500000,15861566,Drama,Nate Parker,Kevin Turen,Jason Michael Berman
3898,Wrong Turn,10000000,28649556,tt0295700,12600000,28650575,Horror,Stan Winston,Brian Gilbert,Erik Feig
3900,The Corruptor,10000000,15164492,tt0142192,25000000,15156200,Action,Dan Halsted,James Foley,Chow Yun-fat
3901,"The Goods: Live Hard, Sell Hard",10000000,15297318,tt1092633,10000000,15300000,Comedy,Adam McKay,Will Ferrell,Kevin Messick
3903,Big Eyes,10000000,27317872,tt1126590,10000000,28883511,Drama,Tim Burton,Scott Alexander,Larry Karaszewski
3904,Broken Flowers,10000000,40744960,tt0412019,10000000,45742101,Comedy,Jon Kilik,Stacey Smith,Jim Jarmusch
3905,Hey Arnold! The Movie,10000000,13684949,tt0314166,4000000,15200000,Animation,Craig Bartlett,Albie Hecht,Tuck Tucker
3908,The Matador,10000000,17300838,tt0365485,10000000,17297244,Action,Pierce Brosnan,Ricardo Del Río,Bryan Furst
3909,Love Jones,10000000,12554569,tt0119572,10000000,12782749,Comedy,Amy Henkels,Helena Echegoyen,James Giovannetti Jr.
3910,The Gift,10000000,44567606,tt4178092,5000000,58978653,Thriller,Jason Blum,Joel Edgerton,Rebecca Yeldham
3911,End of the Spear,10000000,11924041,tt0399862,9600000,11967000,Adventure,William Bowling,Bill Ewing,Peter R  de vries
3912,Get Over It,10000000,19860259,tt0192071,10000000,19900000,Comedy,Paul Feldsher,Michael Burns,Marc Butan
3914,Office Space,10000000,12179708,tt0151804,10000000,12827813,Comedy,Daniel Rappaport,Michael Rotenberg,Mike Judge
3915,The Beguiled,10000000,28039038,tt5592248,10500000,25442939,Drama,Youree Henley,Sofia Coppola,Sofia Coppola
3916,Drop Dead Gorgeous,10000000,10571408,tt0157503,10000000,10571408,Comedy,Gavin Polone,Judy Hofflund,Michael Patrick Jann
3918,The Spanish Prisoner,10000000,13835130,tt0120176,10000000,13835130,Crime,Jean Doumanian,David Mamet,Ben Gazzara
3921,Very Bad Things,10000000,21094974,tt0124198,30000000,9898412,Comedy,Cindy Cowan,Diane Nabatoff,Michael Schiffer
3922,Sleepover,10000000,9424052,tt0368975,10000000,10148953,Comedy,Bob Cooper,Charles Weinstock,Joe Nussbaum
3923,Movie 43,10000000,31164747,tt1333125,6000000,32438988,Comedy,Charles B. Wessler,John Penotti,Peter Farrelly
3926,MacGruber,10000000,8629895,tt1470023,10000000,6110000,Action,Lorne Michaels,John Goldwyn,Jorma Taccone
3929,While Were Young,10000000,17503828,tt1791682,10000000,7587485,Comedy,Scott Rudin,Noah Baumbach,Lila Yacoub
3930,Over Her Dead Body,10000000,21596074,tt0785007,10000000,21458111,Comedy,Peter Safran,Paul Brooks,Jeff Lowell
3931,Bones,10000000,8378853,tt0166110,10000000,7316658,Action,Rupert Harvey,Peter Heller,Lloyd Segan
3932,Seeking a Friend for the End of the World,10000000,11766959,tt1307068,10000000,9636289,Comedy,Steve Golin,Joy Gorman,Mark Roybal
3933,Turistas,10000000,14321070,tt0454970,10000000,14700000,Horror,Marc Butan,Mark Cuban,Scott Steindorff
3935,Cedar Rapids,10000000,7862131,tt1477837,,6861102,Comedy,Jim Burke,Alexander Payne,Jim Taylor
3936,The Collection,10000000,8890094,tt1748227,10000000,6842058,Horror,Brett Forbes,Julie Richardson,Patrick Rizzotti
3938,American History X,10000000,6719864,tt0120586,20000000,23875127,Drama,John Morrissey,Tony Kaye,Edward Norton
3941,The Straight Story,10000000,6199310,tt0166896,10000000,6200000,Drama,Mary Sweeney,Neal Edelstein,Alain Sarde
3942,Deuces Wild,10000000,6244618,tt0231448,10000000,6300000,Action,Michael Cerenzie,Willi Baer,Fred Caruso
3945,Danny Collins,10000000,8465845,tt1772288,10000000,10835752,Comedy,Nimitt Mankad,Jessie Nelson,Denise Di Novi
3948,Black and White,10000000,5241315,tt0165643,10000000,5241315,Drama,Daniel Bigel,Michael Mailer,Ron Rotholz
3953,On the Line,10000000,16222303,tt0279286,16000000,4403019,Comedy,Lance Bass,Robbie Brenner,Bob Osher
3955,"Jeff, Who Lives at Home",10000000,4708127,tt1588334,10000000,4417580,Drama,Lianne Halfon,Russell Smith,Jason Reitman
3958,Max Steel,10000000,4563080,tt1472584,10000000,6272403,Action,Bill ODowd,Julia Pistor,Stewart Hendler
3960,Crash,10000000,3412380,tt0375679,6500000,98410061,Drama,Don Cheadle,Paul Haggis,Mark R. Harris
3962,Romeo Is Bleeding,10000000,3275585,tt0107983,11500000,3275585,Action,Hilary Henkin,1,Paul Webster
3963,The Limey,10000000,6030047,tt0165854,10000000,3193102,Action,John Hardy,Scott Kramer,Steven Soderbergh
3965,The House of Mirth,10000000,5149131,tt0200720,10000000,5164404,Drama,Olivia Stewart,Terence Davies,Gillian Anderson
3967,Peaceful Warrior,10000000,3260179,tt0438315,10000000,4300000,Drama,Robin Schorr,Mark Amin,David Welch
3968,Bucky Larson: Born to Be a Star,10000000,2529395,tt1411664,10000000,2500000,Comedy,Adam Sandler,Jack Giarraputo,Allen Covert
3970,Bamboozled,10000000,2373937,tt0215545,10000000,2500000,Comedy,Jon Kilik,Spike Lee,Spike Lee
3972,The Iceman,10000000,3623609,tt1491044,20000000,1969193,Thriller,Ariel Vromen,Ehud Bleiberg,Avi Lerner
3975,A Better Life,10000000,1884251,tt1554091,10000000,1759252,Drama,Paul Junger Witt,Christian McLaughlin,Chris Weitz
3977,Gun Shy,10000000,1638202,tt0171356,10000000,1631839,Action,Sandra Bullock,Eric Blakeney,Liam Neeson
3978,Nicholas Nickleby,10000000,3311924,tt0309912,10000000,3700000,Adventure,John Hart,Jeffrey Sharp,Simon Channing Williams
3979,The Joneses,10000000,3541565,tt1285309,10000000,7022728,Comedy,Derrick Borte,Doug Mankoff,Andrew Spaulding
3981,Killer Joe,10000000,4659110,tt1726669,10000000,3665069,Crime,Nicolas Chartier,Scott Einbinder,William Friedkin
3983,Cecil B. Demented,10000000,1953882,tt0173716,10000000,2000000,Thriller,Joseph M. Caracciolo Jr.,John Fiedler,Mark Tarlov
3984,50 to 1,10000000,1069454,tt1777595,10000000,1064454,Comedy,Jim Wilson,Jim Wilson,Skeet Ulrich
3987,The Brothers Solomon,10000000,900926,tt0784972,10000000,1000000,Comedy,Tom Werner,Matt Berenson,Bob Odenkirk
3989,Illuminata,10000000,836641,tt0120709,,,Drama,,John Turturro,Katherine Borowitz
3992,Parkland,10000000,1616353,tt2345112,10000000,653651,History,Gary Goetzman,Tom Hanks,Bill Paxton
3993,Swept Away,10000000,611032,tt0291502,10000000,598645,Comedy,Matthew Vaughn,Guy Ritchie,"Madonna,Adriano Giannini"
3994,"War, Inc.",10000000,1299855,tt0884224,5000000,1296184,Action,John Cusack,Danny Lerner,Grace Loh
4000,Imaginary Heroes,10000000,290875,tt0373024,10000000,291118,Comedy,Illana Diamant,Moshe Diamant,Frank Hübner
4002,Worlds Greatest Dad,10000000,295750,tt1262981,10000000,295750,Comedy,Howard Gertler,Ted Hamm,Richard Kelly
4004,Welcome to the Rileys,10000000,355919,tt1183923,10000000,42145,Drama,Ridley Scott,Tony Scott,Scott Bloom
4007,High School,10000000,248133,tt1247667,10000000,139034,Comedy,Arcadiy Golubovich,Warren Zide,Raymond J. Markovich
4013,The Good Guy,10000000,106460,tt1247662,3200000,100688,Comedy,,Julio DePietro,Alexis Bledel
4014,Motherhood,10000000,723388,tt1220220,10000000,726354,Comedy,Jana Edelbaum,Rachel Cohen,Pamela Koffler
4016,Elsa & Fred,10000000,197901,tt2113659,10000000,,Comedy,Matthias Ehrenberg,Ricardo Kleinbaum,José Levy
4022,Janky Promoters,10000000,9069,tt1210071,10000000,9069,Comedy,Matt Alvarez,Ice Cube,Marcus Raboy
4023,Blonde Ambition,10000000,1537479,tt0887719,10000000,1530479,Comedy,Lati Grobman,Dave Ornston,Richard Salvatore
4028,White Noise 2: The Light,10000000,8243567,tt0496436,10000000,8520000,Thriller,Shawn Williamson,Patrick Lussier,Nathan Fillion
4029,Jessabelle,10000000,6998359,tt2300975,4000000,7000000,Thriller,Jason Blum,Kevin Greutert,Sarah Snook
4051,Adventureland,9800000,17553055,tt1091722,9500000,17164377,Comedy,Sidney Kimmel,Anne Carey,Ted Hope
4055,Next Friday,9500000,59675307,tt0195945,11000000,59827328,Comedy,Ice Cube,Steve Carr,Ice Cube
4059,The Runaways,9500000,5278632,tt1017451,10000000,2995811,Drama,John Linson,Art Linson,Bill Pohlad
4060,Gentlemen Broncos,9500000,119955,tt1161418,10000000,118192,Action,Mike White,John J. Kelly,Jared Hess
4069,Richard III,9200000,4199334,tt0114279,,2684904,Drama,Stephen Bayly,Lisa Katselas Paré,Richard Loncraine
4075,Split,9000000,278754594,tt4972582,9000000,276921998,Horror,M. Night Shyamalan,Jason Blum,Marc Bienstock
4076,The Texas Chainsaw Massacre,9000000,107967319,tt0324216,9500000,107071655,Horror,Michael Bay,Mike Fleiss,Marcus Nispel
4078,The Purge: Anarchy,9000000,111534881,tt2975578,9000000,108782847,Horror,Jason Blum,Michael Bay,Andrew Form
4082,The Strangers,9000000,83051676,tt0482606,9000000,82391145,Thriller,Doug Davison,Roy Lee,Nathan Kahane
4083,Set It Off,9000000,36049108,tt0117603,9000000,41590886,Drama,Oren Koules,Dale Pollock,F. Gary Gray
4084,Ouija: Origin of Evil,9000000,81831866,tt4361050,9000000,81705746,Horror,Michael Bay,Jason Blum,Stephen Davis
4085,The Best Man,9000000,34572780,tt0168501,9000000,34573780,Drama,Spike Lee,Sam Kitt,Bill Carraro
4090,Black or White,9000000,21971021,tt2883434,9000000,21571189,Drama,Kevin Costner,Mike Binder,Todd Lewis
4092,Harold & Kumar Go to White Castle,9000000,19474552,tt0366551,9000000,23936908,Comedy,Nathan Kahane,Greg Shapiro,Danny Leiner
4093,The Contender,9000000,17804273,tt0208874,9000000,22361811,Drama,Marc Frydman,Douglas Urbanski,Willi Baer
4094,Boiler Room,9000000,28773637,tt0181984,26000000,28780255,Crime,Jennifer Todd,Suzanne Todd,Ben Younger
4095,Black Christmas,9000000,16235738,tt0454082,9000000,21510851,Horror,Marty Adelstein,Dawn Parouse,Victor Solnicki
4099,Breakin All the Rules,9000000,12512317,tt0349169,10000000,12500000,Comedy,Lisa Tornell,Daniel Taplitz,Jamie Foxx
4104,The Savages,9000000,10642023,tt0775529,9000000,9610042,Drama,Ted Hope,Anne Carey,Erica Westheimer
4105,Chasing Papi,9000000,12657377,tt0323572,9000000,6126237,Comedy,Laura Angelica Simon,Tracey Trench,Forest Whitaker
4106,The Way of the Gun,9000000,13061935,tt0202677,8500000,19125401,Action,Kenneth Kokin,Christopher McQuarrie,Ryan Phillippe
4108,Hamlet 2,9000000,4934104,tt1104733,9000000,4900000,Comedy,Eric Eisner,Leonid Rozhetskin,Aaron Ryder
4109,Igby Goes Down,9000000,5512151,tt0280760,9000000,4777465,Comedy,David Rubin,Lisa Tornell,Trish Hofmann
4110,PCU,9000000,4333569,tt0110759,9000000,4350774,Comedy,Paul Schiff,Hart Bochner,Jeremy Piven
4112,Beautiful,9000000,3134509,tt0210567,14000000,3200000,Comedy,John Bertolli,B.J. Rack,Sally Field
4113,Gracie,9000000,3922043,tt0441007,9000000,2955039,Drama,Davis Guggenheim,Andrew Shue,Elisabeth Shue
4117,Trust the Man,9000000,2548378,tt0427968,9000000,7353118,Comedy,Sidney Kimmel,Tim Perell,Bart Freundlich
4118,Undiscovered,9000000,1069318,tt0434424,9000000,1046166,Comedy,Michael Burns,Bic Tran,Marco Mehlitz
4123,Due occhi diabolici,9000000,349618,tt0100827,9000000,349618,Horror,Claudio Argento,Dario Argento,Achille Manzotti
4135,Veronika Decides to Die,9000000,2243,tt1068678,9000000,1300000,Drama,Chris Hanley,Sriram Das,Jonathan Bross
4144,Awake,8600000,32968648,tt0211933,86000000,14373825,Thriller,Jason Kliot,John Penotti,Joana Vicente
4148,Crazy Heart,8500000,47417251,tt1263670,7000000,39462438,Drama,Robert Duvall,Rob Carliner,Judy Cairo
4149,Star Wars: The Clone Wars,8500000,68695443,tt1185834,8500000,68282844,Thriller,George Lucas,Catherine Winder,Dave Filoni
4150,The DUFF,8500000,43528634,tt1666801,8500000,43528634,Romance,Susan Cartsonis,McG,Mary Viola
4151,Nightcrawler,8500000,50334418,tt2872718,8500000,38697217,Crime,Jennifer Fox,Tony Gilroy,Michel Litvak
4155,Baggage Claim,8500000,22885836,tt1171222,8500000,22456509,Comedy,David E. Talbert,Steven J. Wolfe,David E. Talbert
4156,Middle School: The Worst Years of My Life,8500000,23311293,tt4981636,8500000,19985196,Family,Leopoldo Gout,Bill Robinson,Steve Carr
4158,Election,8500000,17202854,tt0126886,25000000,17200000,Comedy,Albert Berger,Ron Yerxa,David Gale
4161,Club Dread,8500000,7573551,tt0331953,8500000,5001655,Comedy,Richard Perello,Jay Chandrasekhar,Jay Chandrasekhar
4163,Glitter,8500000,4273372,tt0118589,22000000,5271666,Drama,Laurence Mark,Vondie Curtis Hall,Mariah Carey
4166,Repo! The Genetic Opera,8500000,198883,tt0963194,8500000,188126,Horror,Mark Burg,Oren Koules,Carl Mazzocone
4180,Pulp Fiction,8000000,212894343,tt0110912,8000000,213928762,Thriller,Lawrence Bender,Quentin Tarantino,John Travolta
4184,Little Miss Sunshine,8000000,100642353,tt0449059,8000000,100523181,Comedy,Marc Turtletaub,David T. Friendly,Peter Saraf
4185,Easy A,8000000,76200721,tt1282140,8000000,74952305,Comedy,Zanne Devine,Will Gluck,Will Gluck
4189,You Got Served,8000000,50811858,tt0365957,8000000,48600000,Drama,Marcus Morton,Cassius Vernon Weathersby,Billy Pollina
4191,50/50,8000000,41334735,tt1306980,8000000,39187783,Comedy,Evan Goldberg,Seth Rogen,Ben Karlin
4194,Brown Sugar,8000000,28315272,tt0297037,8000000,27362712,Comedy,Magic Johnson,Peter Heller,Rick Famuyiwa
4196,That Awkward Moment,8000000,53068955,tt1800246,8000000,26049082,Comedy,Justin Nappi,Andrew OConnor,Scott Aversano
4197,Shutter,8000000,47782426,tt0482599,8000000,48000000,Horror,Takashige Ichise,Roy Lee,Doug Davison
4200,Much Ado About Nothing,8000000,22549338,tt2094064,,5300000,Comedy,Joss Whedon,Kai Cole,Joss Whedon
4201,The Player,8000000,28876702,tt0105151,8000000,21706101,Comedy,David Brown,Michael L. Tolkin,Nick Wechsler
4203,Akeelah and the Bee,8000000,18959424,tt0437800,8000000,18948425,Drama,Laurence Fishburne,Sid Ganis,Nancy Hult Ganis
4206,Enough Said,8000000,25621449,tt2390361,8000000,25288872,Comedy,Anthony Bregman,Stefanie Azpiazu,Nicole Holofcener
4207,Half Baked,8000000,17394881,tt0120693,8000000,17460020,Comedy,Robert Simonds,Tamra Davis,Dave Chappelle
4208,New in Town,8000000,29937909,tt1095174,8000000,29010817,Comedy,Peter Safran,Darryl Taja,Tracey E. Edmonds
4209,Begin Again,8000000,67731796,tt1980929,8000000,63464861,Comedy,Anthony Bregman,Tobin Armbrust,Judd Apatow
4210,American Psycho,8000000,34270285,tt0144084,7000000,34266564,Thriller,Edward R. Pressman,Chris Hanley,Christian Halsey Solomon
4211,See No Evil,8000000,18828036,tt0437179,8000000,18600000,Horror,Vince McMahon,Joel Simon,Gregory Dark
4212,The Good Girl,8000000,16585503,tt0279113,8000000,16856124,Drama,Matthew Greenfield,Miguel Arteta,Jennifer Aniston
4215,Prom,8000000,10763183,tt1604171,8000000,10130000,Comedy,Ted Griffin,Justin Springer,Joe Nussbaum
4216,The Inkwell,8000000,8864699,tt0110137,8000000,8880705,Comedy,Irving Azoff,Matthew Baer,Jon J. Jashni
4217,Shadow of the Vampire,8000000,8279017,tt0189998,8000000,8279017,Drama,Nicolas Cage,Jeff Levine,E. Elias Merhige
